1	0.273904	0.224323
2	0.231799	0.205651
3	0.211535	0.197411
4	0.202072	0.193433
5	0.197213	0.191266
6	0.194407	0.189931
7	0.192601	0.189009
8	0.191322	0.188307
9	0.190342	0.187727
10	0.189543	0.187219
11	0.188858	0.186755
12	0.18825	0.18632
13	0.187694	0.185904
14	0.187176	0.185501
15	0.186686	0.185107
16	0.186216	0.184721
17	0.185764	0.18434
18	0.185324	0.183964
19	0.184895	0.183592
20	0.184475	0.183223
21	0.184062	0.182856
22	0.183656	0.182491
23	0.183256	0.182129
24	0.182859	0.181768
25	0.182468	0.181409
26	0.182079	0.181051
27	0.181694	0.180694
28	0.181312	0.180338
29	0.180932	0.179982
30	0.180555	0.179627
31	0.180179	0.179272
32	0.179805	0.178917
33	0.179432	0.178563
34	0.179061	0.178208
35	0.17869	0.177853
36	0.178321	0.177498
37	0.177951	0.177141
38	0.177582	0.176785
39	0.177213	0.176428
40	0.176844	0.17607
41	0.176475	0.175711
42	0.176106	0.175351
43	0.175736	0.174991
44	0.175365	0.174629
45	0.174993	0.174266
46	0.174621	0.173902
47	0.174248	0.173537
48	0.173873	0.173171
49	0.173498	0.172803
50	0.17312	0.172434
51	0.172743	0.172065
52	0.172363	0.171694
53	0.171982	0.171321
54	0.171599	0.170948
55	0.171215	0.170574
56	0.170829	0.170198
57	0.170441	0.169821
58	0.170052	0.169443
59	0.169661	0.169064
60	0.169268	0.168685
61	0.168874	0.168304
62	0.168477	0.167923
63	0.16808	0.16754
64	0.16768	0.167157
65	0.167279	0.166774
66	0.166877	0.166389
67	0.166472	0.166005
68	0.166067	0.165619
69	0.16566	0.165234
70	0.165252	0.164848
71	0.164842	0.164462
72	0.164431	0.164075
73	0.16402	0.163689
74	0.163607	0.163303
75	0.163194	0.162917
76	0.16278	0.162531
77	0.162365	0.162145
78	0.16195	0.16176
79	0.161534	0.161375
80	0.161118	0.160991
81	0.160703	0.160608
82	0.160287	0.160225
83	0.159872	0.159843
84	0.159456	0.159462
85	0.159042	0.159082
86	0.158628	0.158703
87	0.158214	0.158326
88	0.157802	0.157949
89	0.157391	0.157574
90	0.15698	0.157201
91	0.156572	0.156828
92	0.156164	0.156458
93	0.155758	0.156089
94	0.155354	0.155721
95	0.154952	0.155355
96	0.154551	0.154991
97	0.154152	0.154629
98	0.153756	0.154269
99	0.153362	0.15391
100	0.152971	0.153554
101	0.152581	0.153199
102	0.152195	0.152847
103	0.15181	0.152497
104	0.151428	0.152148
105	0.15105	0.151802
106	0.150673	0.151458
107	0.1503	0.151116
108	0.149929	0.150776
109	0.149561	0.150439
110	0.149197	0.150104
111	0.148835	0.149771
112	0.148476	0.14944
113	0.14812	0.149112
114	0.147767	0.148785
115	0.147417	0.148461
116	0.14707	0.148139
117	0.146726	0.14782
118	0.146385	0.147502
119	0.146047	0.147187
120	0.145712	0.146874
121	0.14538	0.146563
122	0.145051	0.146255
123	0.144724	0.145948
124	0.144401	0.145644
125	0.14408	0.145342
126	0.143762	0.145042
127	0.143447	0.144744
128	0.143135	0.144448
129	0.142826	0.144154
130	0.142518	0.143862
131	0.142215	0.143573
132	0.141913	0.143285
133	0.141614	0.142999
134	0.141317	0.142716
135	0.141023	0.142434
136	0.140732	0.142154
137	0.140442	0.141875
138	0.140155	0.141599
139	0.139871	0.141325
140	0.139588	0.141052
141	0.139308	0.140781
142	0.13903	0.140512
143	0.138755	0.140245
144	0.138481	0.139979
145	0.138209	0.139715
146	0.13794	0.139453
147	0.137673	0.139192
148	0.137407	0.138933
149	0.137143	0.138676
150	0.136881	0.13842
151	0.136621	0.138166
152	0.136363	0.137913
153	0.136107	0.137662
154	0.135852	0.137412
155	0.135599	0.137164
156	0.135348	0.136917
157	0.135098	0.136672
158	0.13485	0.136428
159	0.134603	0.136185
160	0.134358	0.135944
161	0.134115	0.135705
162	0.133873	0.135466
163	0.133633	0.135229
164	0.133393	0.134993
165	0.133156	0.134759
166	0.13292	0.134526
167	0.132685	0.134294
168	0.132451	0.134064
169	0.132219	0.133834
170	0.131988	0.133606
171	0.131758	0.133379
172	0.131529	0.133154
173	0.131302	0.132929
174	0.131076	0.132706
175	0.130851	0.132484
176	0.130627	0.132263
177	0.130404	0.132043
178	0.130182	0.131824
179	0.129962	0.131607
180	0.129742	0.13139
181	0.129524	0.131175
182	0.129307	0.130961
183	0.12909	0.130747
184	0.128875	0.130536
185	0.128661	0.130325
186	0.128447	0.130114
187	0.128235	0.129906
188	0.128023	0.129698
189	0.127812	0.129491
190	0.127603	0.129285
191	0.127394	0.12908
192	0.127186	0.128877
193	0.126979	0.128674
194	0.126773	0.128472
195	0.126567	0.128271
196	0.126363	0.128071
197	0.126159	0.127873
198	0.125956	0.127675
199	0.125754	0.127478
200	0.125553	0.127282
201	0.125352	0.127087
202	0.125152	0.126893
203	0.124953	0.1267
204	0.124755	0.126508
205	0.124558	0.126317
206	0.12436	0.126126
207	0.124164	0.125937
208	0.123969	0.125749
209	0.123774	0.125561
210	0.12358	0.125374
211	0.123387	0.125189
212	0.123194	0.125004
213	0.123002	0.12482
214	0.12281	0.124637
215	0.12262	0.124455
216	0.12243	0.124274
217	0.12224	0.124093
218	0.122052	0.123914
219	0.121863	0.123735
220	0.121676	0.123558
221	0.121489	0.123381
222	0.121302	0.123205
223	0.121116	0.12303
224	0.120931	0.122855
225	0.120746	0.122682
226	0.120562	0.122509
227	0.120379	0.122337
228	0.120196	0.122166
229	0.120013	0.121996
230	0.119831	0.121827
231	0.11965	0.121659
232	0.11947	0.121491
233	0.119289	0.121324
234	0.119109	0.121158
235	0.11893	0.120993
236	0.118751	0.120829
237	0.118573	0.120666
238	0.118395	0.120503
239	0.118218	0.120341
240	0.118042	0.12018
241	0.117865	0.12002
242	0.11769	0.11986
243	0.117515	0.119702
244	0.11734	0.119544
245	0.117165	0.119387
246	0.116992	0.119231
247	0.116818	0.119075
248	0.116646	0.11892
249	0.116473	0.118766
250	0.116301	0.118614
251	0.11613	0.118461
252	0.115959	0.11831
253	0.115789	0.118159
254	0.115619	0.118009
255	0.115449	0.11786
256	0.11528	0.117712
257	0.115111	0.117564
258	0.114943	0.117417
259	0.114775	0.117272
260	0.114608	0.117126
261	0.114441	0.116982
262	0.114274	0.116838
263	0.114108	0.116695
264	0.113942	0.116553
265	0.113777	0.116412
266	0.113613	0.116271
267	0.113448	0.116131
268	0.113284	0.115992
269	0.113121	0.115854
270	0.112958	0.115717
271	0.112795	0.11558
272	0.112633	0.115444
273	0.112471	0.115309
274	0.11231	0.115174
275	0.112149	0.115041
276	0.111988	0.114908
277	0.111828	0.114776
278	0.111668	0.114644
279	0.111509	0.114514
280	0.11135	0.114384
281	0.111192	0.114255
282	0.111034	0.114126
283	0.110876	0.113999
284	0.110719	0.113872
285	0.110562	0.113746
286	0.110406	0.11362
287	0.110249	0.113496
288	0.110094	0.113372
289	0.109939	0.113249
290	0.109784	0.113127
291	0.10963	0.113005
292	0.109476	0.112885
293	0.109323	0.112764
294	0.109169	0.112645
295	0.109017	0.112527
296	0.108865	0.112409
297	0.108713	0.112292
298	0.108562	0.112175
299	0.108411	0.11206
300	0.10826	0.111945
301	0.10811	0.111831
302	0.10796	0.111718
303	0.107811	0.111605
304	0.107662	0.111493
305	0.107514	0.111382
306	0.107366	0.111272
307	0.107218	0.111162
308	0.107071	0.111053
309	0.106924	0.110945
310	0.106778	0.110838
311	0.106632	0.110731
312	0.106487	0.110625
313	0.106342	0.11052
314	0.106197	0.110415
315	0.106053	0.110312
316	0.105909	0.110208
317	0.105766	0.110106
318	0.105623	0.110004
319	0.105481	0.109903
320	0.105339	0.109803
321	0.105197	0.109703
322	0.105056	0.109605
323	0.104915	0.109506
324	0.104775	0.109409
325	0.104635	0.109312
326	0.104496	0.109216
327	0.104357	0.10912
328	0.104218	0.109026
329	0.10408	0.108932
